Tract Code,Tract Income Level,Distressed or Under-served Tract,Tract Median Family Income %,2019 FFIEC Est. MSA/MD non-MSA/MD Median Family Income,2019 Est. Tract Median Family Income,2015 Tract Median Family Income,Tract Population,Tract Minority %,Minority Population,Owner Occupied Units,1- to 4- Family Units,Year,County
0059.00,Middle,No,118.18,"$88,200","$104,235","$99,103",6836,16.54,1131,1425,2130,2014,King
0060.00,Upper,No,125.43,"$88,200","$110,629","$105,179",5150,16.52,851,1289,1410,2014,King
0061.00,Middle,No,113.29,"$88,200","$99,922","$95,000",4796,16.81,806,1108,1459,2014,King
0062.00,Upper,No,181.73,"$88,200","$160,286","$152,386",3848,16.32,628,1311,1516,2014,King
0063.00,Upper,No,166.37,"$88,200","$146,738","$139,508",4962,10.28,510,1462,1442,2014,King
0064.00,Upper,No,148.38,"$88,200","$130,871","$124,423",3207,15.84,508,927,1202,2014,King
0065.00,Upper,No,191.20,"$88,200","$168,638","$160,333",4157,14.94,621,1091,1219,2014,King
0066.00,Upper,No,131.55,"$88,200","$116,027","$110,313",3540,23.11,818,484,596,2014,King
0067.00,Upper,No,120.72,"$88,200","$106,475","$101,227",6544,21.76,1424,1466,1184,2014,King
0068.00,Upper,No,143.42,"$88,200","$126,496","$120,268",2834,14.40,408,701,1040,2014,King
0069.00,Upper,No,167.63,"$88,200","$147,850","$140,568",4080,14.68,599,1246,1387,2014,King
0070.00,Middle,No,99.79,"$88,200","$88,015","$83,676",6959,17.88,1244,1029,592,2014,King
0071.00,Upper,No,150.76,"$88,200","$132,970","$126,417",3055,26.15,799,526,115,2014,King
0072.00,Middle,No,102.69,"$88,200","$90,573","$86,111",5318,34.99,1861,230,27,2014,King
0073.00,Low,No,48.93,"$88,200","$43,156","$41,029",4668,35.00,1634,97,110,2014,King
0074.01,Moderate,No,58.88,"$88,200","$51,932","$49,375",4115,22.72,935,648,193,2014,King
0074.02,Moderate,No,78.36,"$88,200","$69,114","$65,714",4921,31.42,1546,788,289,2014,King
0075.00,Middle,No,95.71,"$88,200","$84,416","$80,263",6282,24.83,1560,586,726,2014,King
0076.00,Middle,No,82.12,"$88,200","$72,430","$68,864",3498,26.13,914,646,779,2014,King
0077.00,Middle,No,86.34,"$88,200","$76,152","$72,404",4476,36.28,1624,1203,1641,2014,King
0078.00,Upper,No,196.72,"$88,200","$173,507","$164,954",5145,24.24,1247,1818,2051,2014,King
0079.00,Middle,No,105.02,"$88,200","$92,628","$88,063",5147,36.35,1871,686,832,2014,King
0080.01,Upper,No,120.28,"$88,200","$106,087","$100,865",5588,32.23,1801,1247,83,2014,King
0080.02,Upper,No,128.57,"$88,200","$113,399","$107,813",3013,31.73,956,439,65,2014,King
0081.00,Upper,No,245.22,"$88,200","$216,284","$205,625",4070,30.27,1232,588,120,2014,King
0082.00,Middle,No,99.06,"$88,200","$87,371","$83,068",3280,31.43,1031,235,98,2014,King
0083.00,Upper,No,123.14,"$88,200","$108,609","$103,258",2505,29.18,731,421,142,2014,King
0084.00,Moderate,No,73.41,"$88,200","$64,748","$61,563",3760,31.70,1192,515,83,2014,King
0085.00,Low,No,17.59,"$88,200","$15,514","$14,753",4341,54.02,2345,75,117,2014,King
0086.00,Low,No,39.91,"$88,200","$35,201","$33,472",5055,46.55,2353,235,612,2014,King
0087.00,Middle,No,80.91,"$88,200","$71,363","$67,852",3843,51.24,1969,782,1242,2014,King
0088.00,Middle,No,98.55,"$88,200","$86,921","$82,642",3503,48.59,1702,876,1381,2014,King
0089.00,Middle,No,92.08,"$88,200","$81,215","$77,217",4829,52.62,2541,1169,1736,2014,King
0090.00,Low,No,39.13,"$88,200","$34,513","$32,813",2925,69.16,2023,385,460,2014,King
0091.00,Low,No,29.10,"$88,200","$25,666","$24,408",2508,84.53,2120,67,71,2014,King
0092.00,Low,No,14.05,"$88,200","$12,392","$11,782",2825,57.49,1624,66,119,2014,King
0093.00,Middle,No,85.59,"$88,200","$75,490","$71,771",2354,54.72,1288,537,396,2014,King
0094.00,Moderate,No,62.70,"$88,200","$55,301","$52,576",5700,67.93,3872,996,1800,2014,King
0095.00,Middle,No,111.43,"$88,200","$98,281","$93,438",5906,44.55,2631,1660,2126,2014,King
0096.00,Upper,No,154.04,"$88,200","$135,863","$129,167",5252,15.46,812,1639,1670,2014,King
0097.01,Upper,No,141.02,"$88,200","$124,380","$118,250",5290,14.61,773,1406,2167,2014,King
0097.02,Upper,No,124.54,"$88,200","$109,844","$104,432",5173,14.17,733,1796,2319,2014,King
0098.00,Upper,No,131.91,"$88,200","$116,345","$110,610",6198,16.46,1020,2017,2393,2014,King
0099.00,Middle,No,99.51,"$88,200","$87,768","$83,449",4787,31.19,1493,1308,1903,2014,King
0100.01,Moderate,No,66.44,"$88,200","$58,600","$55,714",3769,74.64,2813,704,1005,2014,King
0100.02,Moderate,No,73.84,"$88,200","$65,127","$61,923",4313,67.98,2932,739,1262,2014,King
0101.00,Middle,No,84.19,"$88,200","$74,256","$70,595",6553,61.56,4034,1536,1903,2014,King
0102.00,Middle,No,109.91,"$88,200","$96,941","$92,168",4835,43.74,2115,1695,1985,2014,King
0103.00,Middle,No,81.67,"$88,200","$72,033","$68,487",5940,67.19,3991,1008,1733,2014,King
0104.01,Middle,No,91.72,"$88,200","$80,897","$76,910",4432,82.56,3659,1029,1493,2014,King
0104.02,Middle,No,98.57,"$88,200","$86,939","$82,656",4669,76.85,3588,1196,1556,2014,King
0105.00,Middle,No,115.60,"$88,200","$101,959","$96,940",6342,18.24,1157,1409,1958,2014,King
0106.00,Upper,No,120.37,"$88,200","$106,166","$100,938",7310,18.97,1387,2144,2655,2014,King
0107.01,Low,No,38.21,"$88,200","$33,701","$32,042",3385,60.62,2052,493,920,2014,King
0107.02,Moderate,No,62.48,"$88,200","$55,107","$52,393",3679,68.23,2510,389,761,2014,King
0108.00,Middle,No,92.61,"$88,200","$81,682","$77,656",4596,50.85,2337,1237,1711,2014,King
0109.00,Moderate,No,55.34,"$88,200","$48,810","$46,406",1287,34.58,445,197,563,2014,King
0110.01,Low,No,33.82,"$88,200","$29,829","$28,365",4534,87.43,3964,572,1058,2014,King
0110.02,Moderate,No,66.30,"$88,200","$58,477","$55,594",4479,91.23,4086,724,1249,2014,King
0111.01,Moderate,No,55.34,"$88,200","$48,810","$46,406",4390,87.43,3838,766,1351,2014,King
0111.02,Moderate,No,74.30,"$88,200","$65,533","$62,310",4419,59.90,2647,794,1073,2014,King
0112.00,Moderate,No,52.63,"$88,200","$46,420","$44,137",3906,67.59,2640,653,1122,2014,King
0113.00,Middle,No,88.69,"$88,200","$78,225","$74,375",5984,50.20,3004,1477,2071,2014,King
0114.01,Middle,No,80.95,"$88,200","$71,398","$67,882",4027,50.81,2046,828,1203,2014,King
0114.02,Moderate,No,68.24,"$88,200","$60,188","$57,222",4174,59.15,2469,843,1277,2014,King
0115.00,Middle,No,97.57,"$88,200","$86,057","$81,820",4191,21.67,908,1502,1815,2014,King
0116.00,Upper,No,127.84,"$88,200","$112,755","$107,200",6413,14.28,916,2176,2724,2014,King
0117.00,Moderate,No,73.86,"$88,200","$65,145","$61,934",5538,88.24,4887,1228,1758,2014,King
0118.00,Moderate,No,53.06,"$88,200","$46,799","$44,500",7383,79.48,5868,1371,2142,2014,King
0119.00,Middle,No,83.80,"$88,200","$73,912","$70,271",7108,73.85,5249,1889,2652,2014,King
0120.00,Middle,No,104.49,"$88,200","$92,160","$87,625",3349,21.17,709,1173,1486,2014,King
0121.00,Upper,No,130.33,"$88,200","$114,951","$109,292",2681,16.08,431,1015,1197,2014,King
0201.00,Upper,No,123.10,"$88,200","$108,574","$103,229",3156,14.70,464,1101,1243,2014,King
0202.00,Middle,No,118.22,"$88,200","$104,270","$99,135",5566,23.97,1334,1545,1680,2014,King
0203.00,Middle,No,83.22,"$88,200","$73,400","$69,787",6434,39.35,2532,1345,1569,2014,King
0204.01,Middle,No,83.34,"$88,200","$73,506","$69,886",3426,33.48,1147,1050,1143,2014,King
0204.02,Middle,No,104.03,"$88,200","$91,754","$87,232",5368,27.74,1489,1404,1753,2014,King
0205.00,Middle,No,82.64,"$88,200","$72,888","$69,301",6327,34.74,2198,1755,2113,2014,King
0206.00,Middle,No,98.59,"$88,200","$86,956","$82,672",3661,38.27,1401,1178,1289,2014,King
0207.00,Middle,No,88.86,"$88,200","$78,375","$74,517",3569,37.71,1346,838,1148,2014,King
0208.00,Upper,No,128.44,"$88,200","$113,284","$107,702",4309,16.66,718,1401,1589,2014,King
0209.00,Upper,No,123.56,"$88,200","$108,980","$103,611",3240,29.48,955,1068,1089,2014,King
0210.00,Middle,No,93.95,"$88,200","$82,864","$78,779",5594,38.36,2146,1460,1818,2014,King
0211.00,Middle,No,94.65,"$88,200","$83,481","$79,366",4125,36.07,1488,1053,1306,2014,King
0213.00,Middle,No,104.68,"$88,200","$92,328","$87,784",3759,29.45,1107,937,1212,2014,King
0214.00,Upper,No,126.81,"$88,200","$111,846","$106,335",3690,15.04,555,1365,1501,2014,King
0215.00,Upper,No,149.24,"$88,200","$131,630","$125,147",4294,16.42,705,1534,1734,2014,King
0216.00,Upper,No,127.20,"$88,200","$112,190","$106,667",4513,21.14,954,1459,1594,2014,King
0217.00,Middle,No,92.52,"$88,200","$81,603","$77,581",7681,30.71,2359,1614,1931,2014,King
0218.02,Middle,No,112.32,"$88,200","$99,066","$94,185",5401,31.85,1720,1480,1609,2014,King
0218.03,Middle,No,99.25,"$88,200","$87,539","$83,229",4348,21.32,927,1150,1404,2014,King
0218.04,Middle,No,90.43,"$88,200","$79,759","$75,828",4374,23.66,1035,918,1049,2014,King
0219.03,Middle,No,82.60,"$88,200","$72,853","$69,267",5695,25.67,1462,1426,1445,2014,King
0219.04,Middle,No,88.97,"$88,200","$78,472","$74,604",5043,40.73,2054,1337,1633,2014,King
0219.05,Middle,No,99.67,"$88,200","$87,909","$83,576",4950,29.64,1467,1594,1742,2014,King
0219.06,Upper,No,122.82,"$88,200","$108,327","$102,992",3911,30.91,1209,1432,1197,2014,King
0220.01,Upper,No,145.74,"$88,200","$128,543","$122,206",4738,24.46,1159,1127,1217,2014,King
0220.03,Middle,No,106.39,"$88,200","$93,836","$89,215",5031,28.01,1409,1324,1577,2014,King
0220.05,Middle,No,100.94,"$88,200","$89,029","$84,647",4725,34.75,1642,1337,1225,2014,King
0220.06,Middle,No,109.44,"$88,200","$96,526","$91,774",3686,24.80,914,1066,1040,2014,King
0221.01,Upper,No,146.46,"$88,200","$129,178","$122,813",4734,18.36,869,1561,1697,2014,King
0221.02,Upper,No,122.06,"$88,200","$107,657","$102,353",5871,24.17,1419,1694,1746,2014,King
0222.01,Middle,No,110.45,"$88,200","$97,417","$92,616",4268,17.99,768,1255,1516,2014,King
0222.02,Middle,No,111.19,"$88,200","$98,070","$93,240",7073,24.18,1710,1997,1934,2014,King
0222.03,Upper,No,145.79,"$88,200","$128,587","$122,255",4865,20.31,988,1478,1797,2014,King
0223.00,Upper,No,151.34,"$88,200","$133,482","$126,906",2681,14.21,381,943,1114,2014,King
0224.00,Upper,No,140.84,"$88,200","$124,221","$118,102",7935,15.87,1259,2047,2457,2014,King
0225.00,Upper,No,152.57,"$88,200","$134,567","$127,941",7143,19.22,1373,2471,2083,2014,King
0226.03,Middle,No,114.92,"$88,200","$101,359","$96,366",5324,30.30,1613,1419,1719,2014,King
0226.04,Upper,No,134.26,"$88,200","$118,417","$112,582",4233,26.70,1130,1238,1472,2014,King
0226.05,Middle,No,102.52,"$88,200","$90,423","$85,969",5410,43.49,2353,920,1159,2014,King
0226.06,Upper,No,120.53,"$88,200","$106,307","$101,071",5430,27.73,1506,1866,1765,2014,King
0227.01,Upper,No,163.08,"$88,200","$143,837","$136,750",2546,19.80,504,712,495,2014,King
0227.02,Upper,No,132.22,"$88,200","$116,618","$110,875",3729,18.80,701,1014,1105,2014,King
0227.03,Upper,No,144.47,"$88,200","$127,423","$121,149",2373,22.46,533,608,766,2014,King
0228.01,Middle,No,107.92,"$88,200","$95,185","$90,497",8314,55.93,4650,1366,1749,2014,King
0228.02,Upper,No,144.06,"$88,200","$127,061","$120,801",4791,35.63,1707,1420,1450,2014,King
0228.03,Middle,No,111.46,"$88,200","$98,308","$93,462",4987,51.59,2573,548,1098,2014,King
0229.01,Upper,No,149.89,"$88,200","$132,203","$125,688",2924,34.64,1013,833,1039,2014,King
0229.02,Upper,No,139.16,"$88,200","$122,739","$116,696",6299,29.91,1884,1642,1885,2014,King
0230.00,Upper,No,150.19,"$88,200","$132,468","$125,938",5190,28.59,1484,1536,1877,2014,King
0231.00,Middle,No,87.91,"$88,200","$77,537","$73,720",3792,31.14,1181,1159,1443,2014,King
0232.01,Middle,No,96.41,"$88,200","$85,034","$80,850",6223,64.28,4000,806,934,2014,King
0232.02,Moderate,No,78.35,"$88,200","$69,105","$65,705",4345,55.33,2404,567,810,2014,King
0233.00,Middle,No,92.06,"$88,200","$81,197","$77,200",6217,33.62,2090,1765,2114,2014,King
0234.01,Middle,No,84.97,"$88,200","$74,944","$71,250",3546,42.53,1508,811,1157,2014,King
0234.03,Upper,No,130.24,"$88,200","$114,872","$109,213",3888,24.05,935,1285,1394,2014,King
0234.04,Upper,No,151.54,"$88,200","$133,658","$127,070",3321,18.85,626,1087,1094,2014,King
0235.00,Upper,No,129.19,"$88,200","$113,946","$108,333",3667,30.35,1113,965,1339,2014,King
0236.01,Middle,No,119.55,"$88,200","$105,443","$100,250",3812,36.04,1374,901,944,2014,King
0236.03,Middle,No,93.12,"$88,200","$82,132","$78,090",5963,61.36,3659,802,1186,2014,King
0236.04,Middle,No,85.67,"$88,200","$75,561","$71,842",5838,49.31,2879,902,1479,2014,King
0237.00,Upper,No,150.45,"$88,200","$132,697","$126,159",3971,24.93,990,1214,1290,2014,King
0238.01,Middle,No,91.40,"$88,200","$80,615","$76,641",2536,33.87,859,516,611,2014,King
0238.03,Middle,No,107.25,"$88,200","$94,595","$89,934",3501,41.50,1453,292,81,2014,King
0238.04,Middle,No,113.63,"$88,200","$100,222","$95,288",3646,45.72,1667,508,39,2014,King
0239.00,Upper,No,140.97,"$88,200","$124,336","$118,214",6924,23.80,1648,1939,2014,2014,King
0240.00,Upper,No,132.37,"$88,200","$116,750","$110,997",7612,31.70,2413,1993,2207,2014,King
0241.00,Upper,No,257.14,"$88,200","$226,797","$215,625",4379,17.13,750,1297,1542,2014,King
0242.00,Upper,No,256.70,"$88,200","$226,409","$215,250",2953,18.56,548,915,1118,2014,King
0243.00,Upper,No,146.02,"$88,200","$128,790","$122,444",7255,27.47,1993,2156,2065,2014,King
0244.00,Upper,No,128.60,"$88,200","$113,425","$107,841",2885,29.08,839,476,588,2014,King
0245.00,Upper,No,192.65,"$88,200","$169,917","$161,548",4595,22.89,1052,1570,1832,2014,King
0246.01,Upper,No,223.09,"$88,200","$196,765","$187,067",4302,19.11,822,1588,1653,2014,King
0246.02,Upper,No,241.74,"$88,200","$213,215","$202,708",3662,20.15,738,1249,1264,2014,King
0247.01,Upper,No,121.83,"$88,200","$107,454","$102,159",3598,36.85,1326,1022,1054,2014,King
0247.02,Upper,No,130.36,"$88,200","$114,978","$109,313",7058,34.02,2401,2230,2375,2014,King
0248.00,Middle,No,93.50,"$88,200","$82,467","$78,404",5668,48.06,2724,1474,1734,2014,King
0249.01,Upper,No,138.20,"$88,200","$121,892","$115,887",5017,44.71,2243,1660,1815,2014,King
0249.02,Upper,No,122.50,"$88,200","$108,045","$102,723",3795,37.13,1409,1138,1321,2014,King
0249.03,Upper,No,185.29,"$88,200","$163,426","$155,375",6864,45.13,3098,2155,2420,2014,King
0250.01,Middle,No,114.51,"$88,200","$100,998","$96,023",4635,31.72,1470,1278,1467,2014,King
0250.03,Upper,No,184.15,"$88,200","$162,420","$154,417",6817,33.62,2292,1826,1819,2014,King
0250.05,Upper,No,157.73,"$88,200","$139,118","$132,264",4645,41.05,1907,1430,1188,2014,King
0250.06,Upper,No,147.98,"$88,200","$130,518","$124,087",5088,30.62,1558,1192,1523,2014,King
0251.01,Middle,No,88.44,"$88,200","$78,004","$74,167",5797,47.02,2726,1118,1369,2014,King
0251.02,Middle,No,102.39,"$88,200","$90,308","$85,861",7456,51.03,3805,1768,2188,2014,King
0252.00,Middle,No,97.82,"$88,200","$86,277","$82,027",7929,42.91,3402,2046,2396,2014,King
0253.01,Middle,No,103.67,"$88,200","$91,437","$86,932",5004,32.61,1632,905,1361,2014,King
0253.02,Middle,No,85.10,"$88,200","$75,058","$71,366",4366,47.05,2054,501,988,2014,King
0254.00,Moderate,No,63.29,"$88,200","$55,822","$53,072",6925,54.93,3804,1131,1713,2014,King
0255.00,Middle,No,81.08,"$88,200","$71,513","$67,989",4841,55.69,2696,978,1332,2014,King
0256.01,Middle,No,89.67,"$88,200","$79,089","$75,197",4941,55.52,2743,1305,1453,2014,King
0256.02,Middle,No,105.18,"$88,200","$92,769","$88,200",5474,36.85,2017,1656,1898,2014,King
0257.01,Moderate,No,71.88,"$88,200","$63,398","$60,280",5545,42.69,2367,1071,1168,2014,King
0257.02,Middle,No,111.58,"$88,200","$98,414","$93,563",3495,40.40,1412,929,1152,2014,King
0258.03,Moderate,No,57.52,"$88,200","$50,733","$48,233",4676,53.53,2503,932,1062,2014,King
0258.04,Middle,No,86.40,"$88,200","$76,205","$72,452",3714,41.68,1548,1083,1293,2014,King
0258.05,Middle,No,84.54,"$88,200","$74,564","$70,889",4551,52.10,2371,1010,1248,2014,King
0258.06,Middle,No,95.37,"$88,200","$84,116","$79,972",4954,63.26,3134,1141,1363,2014,King
0260.01,Middle,No,90.78,"$88,200","$80,068","$76,122",5274,64.62,3408,1623,2022,2014,King
0260.02,Moderate,No,55.96,"$88,200","$49,357","$46,930",7911,73.19,5790,1173,1673,2014,King
0261.00,Moderate,No,63.67,"$88,200","$56,157","$53,391",6712,77.80,5222,1498,1985,2014,King
0262.00,Moderate,No,54.16,"$88,200","$47,769","$45,422",4998,58.50,2924,870,1051,2014,King
0263.00,Moderate,No,61.46,"$88,200","$54,208","$51,538",1626,65.07,1058,342,548,2014,King
0264.00,Low,No,47.62,"$88,200","$42,001","$39,931",5745,61.39,3527,995,1148,2014,King
0265.00,Moderate,No,62.61,"$88,200","$55,222","$52,500",3459,65.05,2250,591,1106,2014,King
0266.00,Moderate,No,65.73,"$88,200","$57,974","$55,119",2306,55.29,1275,525,875,2014,King
0267.00,Middle,No,80.84,"$88,200","$71,301","$67,788",5472,39.47,2160,1317,1724,2014,King
0268.01,Moderate,No,50.80,"$88,200","$44,806","$42,604",5385,66.39,3575,744,1165,2014,King
0268.02,Moderate,No,52.96,"$88,200","$46,711","$44,416",4906,64.94,3186,1093,1507,2014,King
0270.00,Moderate,No,77.57,"$88,200","$68,417","$65,049",3489,54.83,1913,705,1078,2014,King
0271.00,Moderate,No,65.04,"$88,200","$57,365","$54,538",3431,60.27,2068,517,763,2014,King
0272.00,Middle,No,83.64,"$88,200","$73,770","$70,139",2558,60.20,1540,546,624,2014,King
0273.00,Moderate,No,56.51,"$88,200","$49,842","$47,390",6327,61.93,3918,927,1473,2014,King
0274.00,Moderate,No,68.05,"$88,200","$60,020","$57,065",5421,54.40,2949,1147,1681,2014,King
0275.00,Moderate,No,77.17,"$88,200","$68,064","$64,714",4718,45.76,2159,1122,1510,2014,King
0276.00,Moderate,No,64.04,"$88,200","$56,483","$53,705",4648,52.28,2430,880,1149,2014,King
0277.01,Middle,No,113.70,"$88,200","$100,283","$95,346",5679,11.13,632,1946,2592,2014,King
0277.02,Middle,No,118.22,"$88,200","$104,270","$99,137",4945,8.82,436,1728,2576,2014,King
0278.00,Middle,No,108.28,"$88,200","$95,503","$90,795",3290,12.37,407,1180,1467,2014,King
0279.00,Middle,No,86.10,"$88,200","$75,940","$72,200",6514,33.16,2160,1614,2052,2014,King
0280.00,Low,No,44.55,"$88,200","$39,293","$37,357",3366,59.63,2007,224,383,2014,King
0281.00,Moderate,No,60.10,"$88,200","$53,008","$50,403",2477,73.52,1821,252,449,2014,King
0282.00,Low,No,46.82,"$88,200","$41,295","$39,261",4718,67.17,3169,669,1087,2014,King
0283.00,Middle,No,99.87,"$88,200","$88,085","$83,750",4580,51.11,2341,1138,1471,2014,King
0284.02,Low,No,49.52,"$88,200","$43,677","$41,530",5097,62.96,3209,842,1407,2014,King
0284.03,Moderate,No,62.85,"$88,200","$55,434","$52,706",4986,55.09,2747,1217,1362,2014,King
0285.00,Moderate,No,65.97,"$88,200","$58,186","$55,325",3847,44.06,1695,786,966,2014,King
0286.00,Middle,No,114.78,"$88,200","$101,236","$96,250",6214,17.59,1093,2107,2433,2014,King
0287.00,Middle,No,92.08,"$88,200","$81,215","$77,212",5055,27.24,1377,1676,1971,2014,King
0288.01,Moderate,No,76.62,"$88,200","$67,579","$64,250",3095,48.05,1487,893,985,2014,King
0288.02,Low,No,48.28,"$88,200","$42,583","$40,487",6128,66.55,4078,893,1504,2014,King
0289.01,Middle,No,88.14,"$88,200","$77,739","$73,911",3368,33.31,1122,929,910,2014,King
0289.02,Moderate,No,54.21,"$88,200","$47,813","$45,459",6495,64.68,4201,928,1257,2014,King
0290.01,Middle,No,102.85,"$88,200","$90,714","$86,250",4230,27.04,1144,1526,1574,2014,King
0290.03,Moderate,No,75.75,"$88,200","$66,812","$63,523",5466,54.76,2993,997,1387,2014,King
0290.04,Low,No,44.10,"$88,200","$38,896","$36,984",3751,70.97,2662,502,745,2014,King
0291.01,Middle,No,89.01,"$88,200","$78,507","$74,637",2990,57.16,1709,1000,957,2014,King
0291.02,Middle,No,89.58,"$88,200","$79,010","$75,119",4329,46.02,1992,1146,1295,2014,King
0292.03,Low,No,44.14,"$88,200","$38,931","$37,019",3537,54.06,1912,330,560,2014,King
0292.04,Moderate,No,72.52,"$88,200","$63,963","$60,815",6666,55.55,3703,1021,1240,2014,King
0292.05,Moderate,No,77.28,"$88,200","$68,161","$64,808",4602,52.30,2407,1327,1279,2014,King
0292.06,Low,No,40.10,"$88,200","$35,368","$33,625",3853,62.00,2389,351,607,2014,King
0293.03,Middle,No,87.49,"$88,200","$77,166","$73,367",7517,52.85,3973,1816,2189,2014,King
0293.04,Upper,No,121.56,"$88,200","$107,216","$101,932",4836,39.60,1915,1249,1370,2014,King
0293.05,Middle,No,80.00,"$88,200","$70,560","$67,083",3914,47.37,1854,899,1243,2014,King
0293.06,Middle,No,84.55,"$88,200","$74,573","$70,904",3283,46.48,1526,1007,1034,2014,King
0293.07,Middle,No,112.10,"$88,200","$98,872","$94,000",3883,33.40,1297,1109,1339,2014,King
0294.03,Middle,No,87.48,"$88,200","$77,157","$73,359",5535,55.83,3090,1422,1583,2014,King
0294.05,Middle,No,114.30,"$88,200","$100,813","$95,850",5861,44.31,2597,1483,1837,2014,King
0294.06,Middle,No,99.96,"$88,200","$88,165","$83,824",5004,47.86,2395,1186,1452,2014,King
0294.07,Moderate,No,53.02,"$88,200","$46,764","$44,459",4885,55.97,2734,689,934,2014,King
0294.08,Moderate,No,66.31,"$88,200","$58,485","$55,610",4376,62.09,2717,801,1010,2014,King
0295.02,Middle,No,102.06,"$88,200","$90,017","$85,587",6780,45.38,3077,1630,2054,2014,King
0295.03,Low,No,41.40,"$88,200","$36,515","$34,722",7896,61.46,4853,701,916,2014,King
0295.04,Moderate,No,52.22,"$88,200","$46,058","$43,792",5292,53.72,2843,474,807,2014,King
0296.01,Middle,No,81.53,"$88,200","$71,909","$68,365",7153,52.38,3747,1463,1959,2014,King
0296.02,Middle,No,119.69,"$88,200","$105,567","$100,364",5462,32.83,1793,1498,1608,2014,King
0297.00,Moderate,No,58.88,"$88,200","$51,932","$49,375",7056,37.03,2613,1335,1755,2014,King
0298.01,Middle,No,102.06,"$88,200","$90,017","$85,581",7914,43.09,3410,1443,1730,2014,King
0298.02,Middle,No,100.36,"$88,200","$88,518","$84,159",8969,37.63,3375,2438,2940,2014,King
0299.01,Middle,No,84.09,"$88,200","$74,167","$70,516",4823,31.62,1525,1114,1456,2014,King
0299.02,Middle,No,109.14,"$88,200","$96,261","$91,518",4427,29.48,1305,1400,1552,2014,King
0300.03,Middle,No,84.26,"$88,200","$74,317","$70,657",5877,41.77,2455,1553,2020,2014,King
0300.04,Moderate,No,54.91,"$88,200","$48,431","$46,045",8055,66.41,5349,1007,1343,2014,King
0300.05,Moderate,No,66.01,"$88,200","$58,221","$55,355",5530,57.49,3179,1429,1719,2014,King
0300.06,Moderate,No,66.24,"$88,200","$58,424","$55,548",3736,62.55,2337,339,423,2014,King
0301.00,Middle,No,117.20,"$88,200","$103,370","$98,277",7323,32.01,2344,2230,2856,2014,King
0302.01,Moderate,No,72.07,"$88,200","$63,566","$60,435",5327,48.47,2582,1260,1721,2014,King
0302.02,Moderate,No,75.13,"$88,200","$66,265","$63,004",6484,49.34,3199,1426,1866,2014,King
0303.04,Middle,No,104.47,"$88,200","$92,143","$87,604",2987,37.46,1119,779,947,2014,King
0303.05,Middle,No,85.89,"$88,200","$75,755","$72,027",4906,29.84,1464,1481,1735,2014,King
0303.06,Middle,No,101.47,"$88,200","$89,497","$85,091",5681,36.44,2070,1739,1958,2014,King
0303.08,Middle,No,82.81,"$88,200","$73,038","$69,438",6266,52.89,3314,1411,1881,2014,King
0303.09,Moderate,No,79.11,"$88,200","$69,775","$66,339",5730,53.84,3085,853,1539,2014,King
0303.10,Middle,No,102.58,"$88,200","$90,476","$86,016",5551,52.17,2896,1304,1535,2014,King
0303.11,Moderate,No,72.74,"$88,200","$64,157","$61,000",5034,50.56,2545,1238,1616,2014,King
0303.12,Middle,No,83.58,"$88,200","$73,718","$70,089",4736,45.19,2140,1066,1342,2014,King
0303.13,Moderate,No,51.90,"$88,200","$45,776","$43,525",3612,44.99,1625,666,861,2014,King
0303.14,Moderate,No,58.22,"$88,200","$51,350","$48,824",3795,44.35,1683,986,1076,2014,King
0304.01,Middle,No,90.12,"$88,200","$79,486","$75,572",8134,35.51,2888,1878,2348,2014,King
0304.03,Middle,No,105.39,"$88,200","$92,954","$88,375",4270,32.55,1390,1408,1626,2014,King
0304.04,Middle,No,100.81,"$88,200","$88,914","$84,537",4208,21.29,896,1381,1484,2014,King
0305.01,Moderate,No,59.69,"$88,200","$52,647","$50,052",1686,33.93,572,177,478,2014,King
0305.03,Moderate,No,66.49,"$88,200","$58,644","$55,754",4181,36.45,1524,585,1183,2014,King
0305.04,Moderate,No,53.75,"$88,200","$47,408","$45,071",4484,33.52,1503,779,1436,2014,King
0306.00,Moderate,No,61.98,"$88,200","$54,666","$51,979",5331,28.94,1543,1125,1724,2014,King
0307.00,Low,No,47.35,"$88,200","$41,763","$39,712",3796,33.11,1257,519,1196,2014,King
0308.01,Moderate,No,56.01,"$88,200","$49,401","$46,970",6575,46.27,3042,1452,2259,2014,King
0308.02,Moderate,No,54.56,"$88,200","$48,122","$45,750",3683,38.47,1417,637,1001,2014,King
0309.01,Moderate,No,65.09,"$88,200","$57,409","$54,583",3606,37.69,1359,714,1105,2014,King
0309.02,Moderate,No,62.52,"$88,200","$55,143","$52,426",5605,36.79,2062,849,1447,2014,King
0310.00,Middle,No,118.41,"$88,200","$104,438","$99,297",3347,23.90,800,1115,1201,2014,King
0311.00,Moderate,No,76.35,"$88,200","$67,341","$64,022",6718,37.06,2490,1500,2192,2014,King
0312.02,Middle,No,114.38,"$88,200","$100,883","$95,912",6401,29.68,1900,1903,2140,2014,King
0312.04,Middle,No,101.01,"$88,200","$89,091","$84,700",6038,13.13,793,1902,2383,2014,King
0312.05,Middle,No,87.48,"$88,200","$77,157","$73,354",6673,34.99,2335,1580,1778,2014,King
0312.06,Middle,No,93.63,"$88,200","$82,582","$78,517",4877,34.26,1671,1056,1198,2014,King
