Tract Code,Tract Income Level,Distressed or Under-served Tract,Tract Median Family Income %,2019 FFIEC Est. MSA/MD non-MSA/MD Median Family Income,2019 Est. Tract Median Family Income,2015 Tract Median Family Income,Tract Population,Tract Minority %,Minority Population,Owner Occupied Units,1- to 4- Family Units,Year,County
0306.00,Moderate,No,61.98,"$88,000","$54,542","$51,979",5331,28.94,1543,1125,1724,2012,King
0307.00,Low,No,47.35,"$88,000","$41,668","$39,712",3796,33.11,1257,519,1196,2012,King
0308.01,Moderate,No,56.01,"$88,000","$49,289","$46,970",6575,46.27,3042,1452,2259,2012,King
0308.02,Moderate,No,54.56,"$88,000","$48,013","$45,750",3683,38.47,1417,637,1001,2012,King
0309.01,Moderate,No,65.09,"$88,000","$57,279","$54,583",3606,37.69,1359,714,1105,2012,King
0309.02,Moderate,No,62.52,"$88,000","$55,018","$52,426",5605,36.79,2062,849,1447,2012,King
0310.00,Middle,No,118.41,"$88,000","$104,201","$99,297",3347,23.90,800,1115,1201,2012,King
0311.00,Moderate,No,76.35,"$88,000","$67,188","$64,022",6718,37.06,2490,1500,2192,2012,King
0312.02,Middle,No,114.38,"$88,000","$100,654","$95,912",6401,29.68,1900,1903,2140,2012,King
0312.04,Middle,No,101.01,"$88,000","$88,889","$84,700",6038,13.13,793,1902,2383,2012,King
0312.05,Middle,No,87.48,"$88,000","$76,982","$73,354",6673,34.99,2335,1580,1778,2012,King
0312.06,Middle,No,93.63,"$88,000","$82,394","$78,517",4877,34.26,1671,1056,1198,2012,King
0313.01,Middle,No,95.05,"$88,000","$83,644","$79,704",2487,15.28,380,812,989,2012,King
0313.02,Middle,No,86.94,"$88,000","$76,507","$72,905",4371,14.02,613,1214,1762,2012,King
0314.00,Middle,No,85.18,"$88,000","$74,958","$71,431",5780,9.36,541,1645,2070,2012,King
0315.01,Middle,No,96.68,"$88,000","$85,078","$81,071",3616,10.34,374,1099,1400,2012,King
0315.02,Middle,No,92.07,"$88,000","$81,022","$77,203",3876,7.25,281,1323,1569,2012,King
0316.01,Upper,No,133.15,"$88,000","$117,172","$111,650",5134,15.47,794,1560,1643,2012,King
0316.03,Middle,No,114.68,"$88,000","$100,918","$96,169",5728,15.08,864,1653,1967,2012,King
0316.04,Middle,No,114.28,"$88,000","$100,566","$95,833",4797,21.53,1033,1237,1476,2012,King
0316.05,Upper,No,128.40,"$88,000","$112,992","$107,667",3589,8.92,320,1091,1333,2012,King
0317.03,Middle,No,102.98,"$88,000","$90,622","$86,354",6649,26.44,1758,2028,2392,2012,King
0317.04,Middle,No,105.00,"$88,000","$92,400","$88,049",5539,38.09,2110,1282,1486,2012,King
0317.05,Middle,No,114.30,"$88,000","$100,584","$95,846",3744,25.88,969,1135,1227,2012,King
0317.06,Middle,No,100.64,"$88,000","$88,563","$84,392",6310,31.65,1997,1524,1730,2012,King
0318.00,Middle,No,110.79,"$88,000","$97,495","$92,908",4777,27.13,1296,1425,1696,2012,King
0319.03,Middle,No,98.49,"$88,000","$86,671","$82,588",6411,22.13,1419,2019,2257,2012,King
0319.04,Upper,No,126.71,"$88,000","$111,505","$106,250",3329,11.87,395,1008,1245,2012,King
0319.06,Upper,No,139.51,"$88,000","$122,769","$116,985",3594,26.18,941,1166,1284,2012,King
0319.07,Middle,No,118.47,"$88,000","$104,254","$99,345",7399,39.37,2913,2551,2559,2012,King
0319.08,Moderate,No,79.09,"$88,000","$69,599","$66,319",4266,37.06,1581,909,889,2012,King
0319.09,Upper,No,128.88,"$88,000","$113,414","$108,075",3037,35.96,1092,915,961,2012,King
0320.02,Middle,No,99.13,"$88,000","$87,234","$83,125",2906,13.18,383,867,1125,2012,King
0320.03,Upper,No,145.47,"$88,000","$128,014","$121,983",4754,9.63,458,1576,1722,2012,King
0320.05,Middle,No,80.70,"$88,000","$71,016","$67,671",6457,26.95,1740,1771,2155,2012,King
0320.06,Middle,No,111.11,"$88,000","$97,777","$93,173",4275,12.51,535,1363,1553,2012,King
0320.07,Middle,No,114.18,"$88,000","$100,478","$95,750",3457,13.19,456,857,1007,2012,King
0320.08,Middle,No,118.28,"$88,000","$104,086","$99,183",4090,14.94,611,1300,1437,2012,King
0320.10,Middle,No,117.91,"$88,000","$103,761","$98,878",5175,15.77,816,1491,1638,2012,King
0320.11,Upper,No,120.16,"$88,000","$105,741","$100,760",4117,16.23,668,1170,1258,2012,King
0321.02,Upper,No,132.46,"$88,000","$116,565","$111,076",4546,8.47,385,1645,1765,2012,King
0321.03,Middle,No,85.81,"$88,000","$75,513","$71,957",4280,20.44,875,1154,1604,2012,King
0321.04,Middle,No,102.67,"$88,000","$90,350","$86,097",6033,18.65,1125,1573,1720,2012,King
0322.03,Upper,No,163.12,"$88,000","$143,546","$136,786",6638,25.14,1669,2001,2191,2012,King
0322.07,Upper,No,168.04,"$88,000","$147,875","$140,907",3254,20.93,681,986,1094,2012,King
0322.08,Upper,No,121.34,"$88,000","$106,779","$101,750",7936,22.87,1815,2074,2026,2012,King
0322.10,Upper,No,134.91,"$88,000","$118,721","$113,125",10572,36.67,3877,2434,2661,2012,King
0322.11,Upper,No,144.52,"$88,000","$127,178","$121,186",4803,32.23,1548,1229,1431,2012,King
0322.12,Upper,No,138.29,"$88,000","$121,695","$115,963",7787,35.23,2743,2058,2261,2012,King
0322.13,Upper,No,197.83,"$88,000","$174,090","$165,888",4376,21.28,931,1326,1228,2012,King
0322.14,Upper,No,174.34,"$88,000","$153,419","$146,188",6264,42.32,2651,1790,1798,2012,King
0322.15,Upper,No,203.68,"$88,000","$179,238","$170,791",4629,33.77,1563,1162,1239,2012,King
0323.07,Upper,No,140.33,"$88,000","$123,490","$117,676",6368,13.00,828,2073,2166,2012,King
0323.09,Upper,No,125.68,"$88,000","$110,598","$105,391",5212,38.70,2017,620,935,2012,King
0323.11,Upper,No,156.10,"$88,000","$137,368","$130,893",5837,12.10,706,1810,2045,2012,King
0323.13,Middle,No,105.14,"$88,000","$92,523","$88,167",5576,50.59,2821,983,1370,2012,King
0323.15,Upper,No,147.14,"$88,000","$129,483","$123,380",5256,12.84,675,1698,1992,2012,King
0323.16,Upper,No,187.98,"$88,000","$165,422","$157,625",5495,26.15,1437,1550,1787,2012,King
0323.17,Upper,No,161.65,"$88,000","$142,252","$135,552",6038,20.40,1232,1657,1834,2012,King
0323.18,Upper,No,158.87,"$88,000","$139,806","$133,221",5646,31.69,1789,1607,1731,2012,King
0323.19,Middle,No,97.64,"$88,000","$85,923","$81,875",4703,22.79,1072,858,998,2012,King
0323.20,Upper,No,177.18,"$88,000","$155,918","$148,571",4205,13.63,573,1189,1478,2012,King
0323.21,Upper,No,183.08,"$88,000","$161,110","$153,523",4959,30.95,1535,1359,1485,2012,King
0323.22,Upper,No,168.82,"$88,000","$148,562","$141,563",3344,17.19,575,1049,1106,2012,King
0323.23,Upper,No,134.59,"$88,000","$118,439","$112,857",5483,29.27,1605,1309,1490,2012,King
0323.24,Middle,No,118.53,"$88,000","$104,306","$99,397",5053,29.92,1512,1362,1286,2012,King
0323.25,Middle,No,106.63,"$88,000","$93,834","$89,412",5791,41.67,2413,1044,1559,2012,King
0323.26,Upper,No,168.77,"$88,000","$148,518","$141,520",3762,21.11,794,1120,1255,2012,King
0323.27,Upper,No,141.22,"$88,000","$124,274","$118,417",3834,11.48,440,1561,1669,2012,King
0323.28,Upper,No,179.38,"$88,000","$157,854","$150,417",3245,14.76,479,1067,1117,2012,King
0323.29,Upper,No,153.09,"$88,000","$134,719","$128,375",6599,40.05,2643,1666,1751,2012,King
0324.01,Upper,No,123.13,"$88,000","$108,354","$103,254",5859,12.46,730,1724,1907,2012,King
0324.02,Upper,No,128.91,"$88,000","$113,441","$108,100",6010,12.93,777,1812,2009,2012,King
0325.00,Middle,No,106.36,"$88,000","$93,597","$89,191",5237,14.44,756,1465,1926,2012,King
0326.01,Middle,No,85.08,"$88,000","$74,870","$71,346",2785,9.80,273,864,1125,2012,King
0326.02,Upper,No,143.76,"$88,000","$126,509","$120,550",11041,19.16,2116,2728,3282,2012,King
0327.02,Upper,No,128.68,"$88,000","$113,238","$107,905",6545,8.95,586,1965,2530,2012,King
0327.03,Middle,No,85.12,"$88,000","$74,906","$71,375",2020,15.05,304,499,802,2012,King
0327.04,Middle,No,111.32,"$88,000","$97,962","$93,348",6014,11.79,709,1623,2124,2012,King
0328.00,Middle,No,119.33,"$88,000","$105,010","$100,063",2851,6.35,181,924,1444,2012,King
9901.00,Unknown,No,0.00,"$88,000",$0,$0,0,0.00,0,0,0,2012,King
0306.00,Moderate,No,79.91,"$86,800","$69,362","$51,103",5075,16.77,851,1163,1735,2011,King
0307.00,Moderate,No,51.66,"$86,800","$44,841","$33,036",3845,20.08,772,599,1130,2011,King
0308.01,Moderate,No,50.39,"$86,800","$43,739","$32,224",5958,23.25,1385,1258,1983,2011,King
0308.02,Moderate,No,72.41,"$86,800","$62,852","$46,310",3699,19.68,728,736,1014,2011,King
0309.01,Moderate,No,79.89,"$86,800","$69,345","$51,090",2940,17.99,529,775,990,2011,King
0309.02,Moderate,No,75.37,"$86,800","$65,421","$48,198",4651,18.10,842,917,1405,2011,King
0310.00,Middle,No,119.15,"$86,800","$103,422","$76,196",3112,15.71,489,979,954,2011,King
0311.00,Moderate,No,74.95,"$86,800","$65,057","$47,934",6657,20.84,1387,1652,1995,2011,King
0312.02,Middle,No,102.81,"$86,800","$89,239","$65,750",6129,21.32,1307,1606,1980,2011,King
0312.04,Middle,No,112.42,"$86,800","$97,581","$71,894",5812,8.52,495,1829,2023,2011,King
0312.05,Middle,No,108.24,"$86,800","$93,952","$69,219",3893,14.59,568,1107,1153,2011,King
0312.06,Middle,No,99.31,"$86,800","$86,201","$63,507",4363,19.48,850,992,1122,2011,King
0313.01,Middle,No,106.36,"$86,800","$92,320","$68,018",2570,11.36,292,795,938,2011,King
0313.02,Middle,No,92.63,"$86,800","$80,403","$59,236",4553,8.13,370,1258,1638,2011,King
0314.00,Middle,No,89.50,"$86,800","$77,686","$57,236",6185,6.89,426,1507,2065,2011,King
0315.01,Middle,No,91.45,"$86,800","$79,379","$58,482",3224,5.71,184,992,1203,2011,King
0315.02,Middle,No,96.44,"$86,800","$83,710","$61,676",4035,7.63,308,1126,1366,2011,King
0316.01,Upper,No,127.07,"$86,800","$110,297","$81,262",4353,7.88,343,1374,1492,2011,King
0316.02,Middle,No,118.97,"$86,800","$103,266","$76,085",5553,9.74,541,1725,1945,2011,King
0316.03,Middle,No,98.79,"$86,800","$85,750","$63,177",3252,7.16,233,1063,1233,2011,King
0317.02,Middle,No,109.67,"$86,800","$95,194","$70,137",6307,12.35,779,1821,2058,2011,King
0317.03,Middle,No,112.81,"$86,800","$97,919","$72,145",6678,16.58,1107,2193,2410,2011,King
0317.04,Middle,No,94.93,"$86,800","$82,399","$60,708",4003,23.23,930,935,1088,2011,King
0318.00,Middle,No,110.16,"$86,800","$95,619","$70,446",3943,10.78,425,1265,1427,2011,King
0319.03,Middle,No,101.43,"$86,800","$88,041","$64,866",6003,11.29,678,1966,2212,2011,King
0319.04,Middle,No,113.03,"$86,800","$98,110","$72,286",3524,8.94,315,1121,1180,2011,King
0319.06,Upper,No,125.38,"$86,800","$108,830","$80,180",2670,14.72,393,868,953,2011,King
0319.07,Upper,No,132.71,"$86,800","$115,192","$84,867",5635,26.35,1485,1888,1976,2011,King
0319.08,Middle,No,86.25,"$86,800","$74,865","$55,156",4419,27.13,1199,868,938,2011,King
0319.09,Upper,No,131.69,"$86,800","$114,307","$84,215",2815,26.00,732,724,763,2011,King
0320.02,Middle,No,114.97,"$86,800","$99,794","$73,523",2905,7.57,220,976,1107,2011,King
0320.03,Upper,No,129.71,"$86,800","$112,588","$82,949",4802,5.85,281,1437,1678,2011,King
0320.05,Middle,No,94.26,"$86,800","$81,818","$60,278",7100,15.45,1097,1989,2263,2011,King
0320.06,Upper,No,124.49,"$86,800","$108,057","$79,614",4097,9.89,405,1263,1371,2011,King
0320.07,Middle,No,86.55,"$86,800","$75,125","$55,350",3255,10.88,354,870,1013,2011,King
0320.08,Middle,No,100.79,"$86,800","$87,486","$64,455",4099,10.37,425,1303,1406,2011,King
0320.09,Upper,No,124.70,"$86,800","$108,240","$79,749",5592,10.05,562,1667,1762,2011,King
0321.02,Upper,No,134.22,"$86,800","$116,503","$85,833",4566,6.68,305,1537,1761,2011,King
0321.03,Middle,No,102.76,"$86,800","$89,196","$65,714",4452,14.87,662,1026,1388,2011,King
0321.04,Upper,No,125.88,"$86,800","$109,264","$80,500",5981,10.47,626,1475,1689,2011,King
0322.03,Upper,No,153.55,"$86,800","$133,281","$98,194",5104,10.68,545,1561,1813,2011,King
0322.07,Upper,No,154.91,"$86,800","$134,462","$99,067",2815,11.51,324,898,1008,2011,King
0322.08,Upper,No,150.95,"$86,800","$131,025","$96,537",4356,10.10,440,1479,1237,2011,King
0322.09,Upper,No,183.74,"$86,800","$159,486","$117,504",7939,15.43,1225,2317,2645,2011,King
0322.10,Upper,No,134.74,"$86,800","$116,954","$86,170",2046,7.72,158,634,825,2011,King
0322.11,Upper,No,138.45,"$86,800","$120,175","$88,537",5002,21.49,1075,1303,1443,2011,King
0322.12,Upper,No,145.67,"$86,800","$126,442","$93,160",7976,23.46,1871,2092,2173,2011,King
0323.07,Upper,No,139.73,"$86,800","$121,286","$89,360",6771,9.92,672,2040,2193,2011,King
0323.09,Middle,No,115.03,"$86,800","$99,846","$73,565",3616,19.72,713,514,737,2011,King
0323.11,Upper,No,139.50,"$86,800","$121,086","$89,209",6130,9.76,598,1800,1965,2011,King
0323.12,Upper,No,200.78,"$86,800","$174,277","$128,398",5135,13.26,681,1528,1660,2011,King
0323.13,Middle,No,83.27,"$86,800","$72,278","$53,250",3735,27.47,1026,699,897,2011,King
0323.14,Upper,No,159.79,"$86,800","$138,698","$102,190",4634,9.56,443,1354,1441,2011,King
0323.15,Upper,No,155.74,"$86,800","$135,182","$99,599",5016,8.27,415,1595,1748,2011,King
0323.16,Upper,No,151.97,"$86,800","$131,910","$97,184",4220,14.17,598,1343,1483,2011,King
0323.17,Upper,No,154.28,"$86,800","$133,915","$98,666",6324,11.69,739,1824,1961,2011,King
0323.18,Upper,No,159.66,"$86,800","$138,585","$102,102",4828,16.22,783,1404,1487,2011,King
0323.19,Middle,No,108.77,"$86,800","$94,412","$69,559",4529,21.90,992,885,947,2011,King
0323.20,Upper,No,151.83,"$86,800","$131,788","$97,095",4111,9.22,379,1210,1340,2011,King
0323.21,Upper,No,166.98,"$86,800","$144,939","$106,787",3129,9.11,285,943,1043,2011,King
0323.22,Upper,No,166.33,"$86,800","$144,374","$106,372",3644,13.89,506,1077,1128,2011,King
0323.23,Upper,No,137.99,"$86,800","$119,775","$88,245",5086,19.82,1008,1288,1366,2011,King
0323.24,Middle,No,108.16,"$86,800","$93,883","$69,167",4853,18.65,905,1204,1236,2011,King
0323.25,Upper,No,120.61,"$86,800","$104,689","$77,133",5358,25.51,1367,877,1542,2011,King
0324.01,Upper,No,127.92,"$86,800","$111,035","$81,808",4689,8.57,402,1376,1686,2011,King
0324.02,Middle,No,110.59,"$86,800","$95,992","$70,724",4982,7.73,385,1568,1732,2011,King
0325.00,Middle,No,104.20,"$86,800","$90,446","$66,635",4903,8.61,422,1465,1791,2011,King
0326.01,Middle,No,105.90,"$86,800","$91,921","$67,721",2690,7.77,209,830,1048,2011,King
0326.02,Middle,No,116.89,"$86,800","$101,461","$74,750",2587,12.60,326,765,904,2011,King
0327.02,Middle,No,113.48,"$86,800","$98,501","$72,574",6307,7.12,449,1843,2258,2011,King
0327.03,Middle,No,101.70,"$86,800","$88,276","$65,037",1944,10.44,203,517,711,2011,King
0327.04,Middle,No,105.44,"$86,800","$91,522","$67,428",6095,9.12,556,1685,2039,2011,King
0328.00,Middle,No,104.65,"$86,800","$90,836","$66,923",2696,6.71,181,879,1376,2011,King
0249.03,Upper,No,172.83,"$86,800","$150,016","$110,526",6649,33.22,2209,2045,2206,2011,King
0250.01,Upper,No,131.02,"$86,800","$113,725","$83,789",4789,23.39,1120,1428,1599,2011,King
0250.03,Upper,No,195.62,"$86,800","$169,798","$125,101",6678,24.74,1652,1799,1761,2011,King
0250.04,Upper,No,151.10,"$86,800","$131,155","$96,631",4202,23.27,978,1317,1304,2011,King
0251.01,Middle,No,109.92,"$86,800","$95,411","$70,292",5029,33.68,1694,1193,1381,2011,King
0251.02,Middle,No,102.19,"$86,800","$88,701","$65,354",4429,24.38,1080,1176,1427,2011,King
0252.00,Middle,No,94.48,"$86,800","$82,009","$60,424",6272,25.78,1617,1805,2240,2011,King
0253.00,Moderate,No,77.67,"$86,800","$67,418","$49,672",6967,26.84,1870,1384,2165,2011,King
0254.00,Moderate,No,73.78,"$86,800","$64,041","$47,181",6316,34.45,2176,1112,1516,2011,King
0255.00,Middle,No,84.80,"$86,800","$73,606","$54,231",4241,31.31,1328,987,1194,2011,King
0256.00,Middle,No,93.87,"$86,800","$81,479","$60,034",6164,20.49,1263,1900,2158,2011,King
0257.01,Moderate,No,68.99,"$86,800","$59,883","$44,120",5446,36.06,1964,818,950,2011,King
0257.02,Middle,No,109.11,"$86,800","$94,707","$69,777",3374,30.85,1041,1000,1108,2011,King
0258.01,Middle,No,96.71,"$86,800","$83,944","$61,845",7816,39.28,3070,1962,2069,2011,King
0258.03,Moderate,No,79.49,"$86,800","$68,997","$50,833",4228,32.69,1382,852,877,2011,King
0258.04,Middle,No,102.35,"$86,800","$88,840","$65,455",3759,23.52,884,1106,1292,2011,King
0260.01,Middle,No,95.66,"$86,800","$83,033","$61,173",5132,53.62,2752,1640,1934,2011,King
0260.02,Moderate,No,79.29,"$86,800","$68,824","$50,707",5812,53.30,3098,1030,1377,2011,King
0261.00,Middle,No,82.74,"$86,800","$71,818","$52,910",6036,64.74,3908,1456,1950,2011,King
0262.00,Moderate,No,57.95,"$86,800","$50,301","$37,057",4938,44.82,2213,830,1020,2011,King
0263.00,Moderate,No,69.63,"$86,800","$60,439","$44,531",1231,41.02,505,293,470,2011,King
0264.00,Moderate,No,70.54,"$86,800","$61,229","$45,114",5824,47.82,2785,1034,1313,2011,King
0265.00,Low,No,27.36,"$86,800","$23,748","$17,500",2640,70.53,1862,193,836,2011,King
0266.00,Middle,No,82.09,"$86,800","$71,254","$52,500",2123,42.63,905,535,789,2011,King
0267.00,Middle,No,91.90,"$86,800","$79,769","$58,770",5611,31.94,1792,1487,1777,2011,King
0268.01,Moderate,No,65.63,"$86,800","$56,967","$41,970",4961,53.22,2640,872,1188,2011,King
0268.02,Moderate,No,66.39,"$86,800","$57,627","$42,458",5117,54.17,2772,908,1416,2011,King
0269.00,Moderate,No,69.86,"$86,800","$60,638","$44,677",1505,35.08,528,418,564,2011,King
0270.00,Middle,No,81.19,"$86,800","$70,473","$51,920",3228,36.93,1192,880,1086,2011,King
0271.00,Moderate,No,70.43,"$86,800","$61,133","$45,039",3086,41.35,1276,567,763,2011,King
0272.00,Moderate,No,67.57,"$86,800","$58,651","$43,214",2108,39.94,842,419,664,2011,King
0273.00,Moderate,No,67.08,"$86,800","$58,225","$42,899",5624,45.48,2558,1068,1469,2011,King
0274.00,Moderate,No,79.97,"$86,800","$69,414","$51,143",4980,34.16,1701,1399,1809,2011,King
0275.00,Middle,No,81.73,"$86,800","$70,942","$52,267",4578,28.53,1306,1188,1480,2011,King
0276.00,Moderate,No,71.83,"$86,800","$62,348","$45,938",4168,38.53,1606,848,1041,2011,King
0277.01,Middle,No,101.61,"$86,800","$88,197","$64,979",5161,9.05,467,1669,2256,2011,King
0277.02,Middle,No,107.75,"$86,800","$93,527","$68,910",4962,7.01,348,1673,2465,2011,King
0278.00,Upper,No,139.32,"$86,800","$120,930","$89,095",3396,7.30,248,1285,1408,2011,King
0279.00,Moderate,No,78.18,"$86,800","$67,860","$50,000",6373,20.59,1312,1422,1906,2011,King
0280.00,Moderate,No,56.53,"$86,800","$49,068","$36,150",3392,40.86,1386,253,313,2011,King
0281.00,Moderate,No,63.42,"$86,800","$55,049","$40,556",2207,56.09,1238,332,452,2011,King
0282.00,Moderate,No,66.24,"$86,800","$57,496","$42,359",4362,52.61,2295,682,980,2011,King
0283.00,Middle,No,94.24,"$86,800","$81,800","$60,268",3175,24.66,783,1017,1204,2011,King
0284.02,Moderate,No,69.29,"$86,800","$60,144","$44,313",4628,43.39,2008,870,1173,2011,King
0284.03,Moderate,No,61.23,"$86,800","$53,148","$39,156",4852,41.24,2001,1157,1265,2011,King
0285.00,Middle,No,82.09,"$86,800","$71,254","$52,500",3587,27.32,980,933,911,2011,King
0286.00,Upper,No,120.40,"$86,800","$104,507","$76,997",6298,11.92,751,1989,2200,2011,King
0287.00,Middle,No,93.44,"$86,800","$81,106","$59,758",5075,17.99,913,1668,1901,2011,King
0288.01,Middle,No,87.59,"$86,800","$76,028","$56,012",3693,36.96,1365,761,924,2011,King
0288.02,Moderate,No,75.36,"$86,800","$65,412","$48,192",5997,47.92,2874,855,1383,2011,King
0289.01,Middle,No,103.59,"$86,800","$89,916","$66,250",3638,17.59,640,816,838,2011,King
0289.02,Moderate,No,61.46,"$86,800","$53,347","$39,302",6453,47.70,3078,808,1335,2011,King
0290.01,Middle,No,97.80,"$86,800","$84,890","$62,542",4610,21.45,989,1286,1375,2011,King
0290.03,Middle,No,82.15,"$86,800","$71,306","$52,535",5240,35.15,1842,993,1265,2011,King
0290.04,Low,No,40.04,"$86,800","$34,755","$25,606",3419,53.44,1827,452,745,2011,King
0291.00,Middle,No,98.90,"$86,800","$85,845","$63,247",4926,26.88,1324,1303,1462,2011,King
0292.01,Moderate,No,74.64,"$86,800","$64,788","$47,732",8717,37.01,3226,1790,2045,2011,King
0292.03,Moderate,No,57.66,"$86,800","$50,049","$36,875",2685,33.97,912,401,665,2011,King
0292.04,Middle,No,88.96,"$86,800","$77,217","$56,891",5195,31.15,1618,869,1147,2011,King
0293.03,Middle,No,95.69,"$86,800","$83,059","$61,193",5456,40.51,2210,1385,1692,2011,King
0293.04,Middle,No,111.76,"$86,800","$97,008","$71,471",4567,23.89,1091,1260,1388,2011,King
0293.05,Middle,No,104.87,"$86,800","$91,027","$67,064",3701,32.05,1186,945,1147,2011,King
0293.06,Middle,No,88.23,"$86,800","$76,584","$56,424",2648,26.47,701,876,898,2011,King
0293.07,Middle,No,118.51,"$86,800","$102,867","$75,788",4064,23.94,973,1153,1278,2011,King
0294.03,Middle,No,97.06,"$86,800","$84,248","$62,072",5179,37.92,1964,1227,1411,2011,King
0294.05,Upper,No,128.90,"$86,800","$111,885","$82,432",5688,27.97,1591,1551,1712,2011,King
0294.06,Upper,No,125.21,"$86,800","$108,682","$80,076",3855,23.89,921,1076,1195,2011,King
0294.07,Moderate,No,78.98,"$86,800","$68,555","$50,506",4410,33.76,1489,739,966,2011,King
0294.08,Moderate,No,74.31,"$86,800","$64,501","$47,525",4157,38.78,1612,784,920,2011,King
0295.02,Middle,No,108.20,"$86,800","$93,918","$69,193",5572,27.28,1520,1417,1706,2011,King
0295.03,Moderate,No,55.04,"$86,800","$47,775","$35,201",7133,41.67,2972,535,792,2011,King
0295.04,Moderate,No,69.71,"$86,800","$60,508","$44,583",4484,35.99,1614,516,697,2011,King
0296.01,Middle,No,80.80,"$86,800","$70,134","$51,673",6933,37.16,2576,1339,1689,2011,King
0296.02,Middle,No,117.99,"$86,800","$102,415","$75,453",3016,15.75,475,913,1006,2011,King
0297.00,Middle,No,81.32,"$86,800","$70,586","$52,008",6173,20.43,1261,1376,1663,2011,King
0298.01,Middle,No,86.11,"$86,800","$74,743","$55,069",7556,26.23,1982,1399,1718,2011,King
0298.02,Middle,No,99.52,"$86,800","$86,383","$63,644",7049,19.93,1405,2086,2377,2011,King
0299.01,Middle,No,91.40,"$86,800","$79,335","$58,450",4676,21.83,1021,1093,1406,2011,King
0299.02,Upper,No,121.99,"$86,800","$105,887","$78,013",3826,15.53,594,1201,1312,2011,King
0300.02,Moderate,No,58.50,"$86,800","$50,778","$37,412",8504,33.87,2880,1579,1985,2011,King
0300.03,Middle,No,108.30,"$86,800","$94,004","$69,261",5363,26.42,1417,1463,1714,2011,King
0300.04,Moderate,No,64.28,"$86,800","$55,795","$41,108",7680,52.02,3995,764,1059,2011,King
0301.00,Upper,No,128.32,"$86,800","$111,382","$82,063",7485,21.63,1619,2220,2706,2011,King
0302.01,Middle,No,84.58,"$86,800","$73,415","$54,087",5133,31.23,1603,1219,1555,2011,King
0302.02,Middle,No,81.14,"$86,800","$70,430","$51,889",6514,32.35,2107,1481,1742,2011,King
0303.03,Moderate,No,67.40,"$86,800","$58,503","$43,100",7054,36.21,2554,1654,1939,2011,King
0303.04,Middle,No,90.65,"$86,800","$78,684","$57,969",2469,23.41,578,639,747,2011,King
0303.05,Middle,No,97.58,"$86,800","$84,699","$62,402",4735,21.58,1022,1296,1584,2011,King
0303.06,Middle,No,111.88,"$86,800","$97,112","$71,548",5758,24.24,1396,1716,1901,2011,King
0303.08,Middle,No,99.90,"$86,800","$86,713","$63,886",6703,41.74,2798,1159,1647,2011,King
0303.09,Moderate,No,77.09,"$86,800","$66,914","$49,299",5692,39.85,2268,593,1481,2011,King
0303.10,Middle,No,110.23,"$86,800","$95,680","$70,495",5051,39.79,2010,1124,1254,2011,King
0303.11,Middle,No,86.58,"$86,800","$75,151","$55,370",5107,30.14,1539,1256,1508,2011,King
0303.12,Middle,No,87.42,"$86,800","$75,881","$55,904",5040,32.52,1639,1001,1179,2011,King
0304.01,Middle,No,100.71,"$86,800","$87,416","$64,402",5613,16.28,914,1544,1881,2011,King
0304.03,Middle,No,98.60,"$86,800","$85,585","$63,053",4155,22.05,916,1448,1544,2011,King
0304.04,Middle,No,105.61,"$86,800","$91,669","$67,539",3304,11.26,372,1061,1178,2011,King
0305.01,Low,No,41.33,"$86,800","$35,874","$26,434",1959,21.29,417,225,428,2011,King
0305.03,Moderate,No,58.15,"$86,800","$50,474","$37,188",3745,18.29,685,549,1117,2011,King
0305.04,Moderate,No,65.20,"$86,800","$56,594","$41,699",4657,21.97,1023,1053,1361,2011,King
0099.00,Middle,No,90.02,"$86,800","$78,137","$57,566",4338,31.19,1353,1041,1542,2011,King
0100.00,Moderate,No,64.87,"$86,800","$56,307","$41,488",8139,77.76,6329,1480,2302,2011,King
0101.00,Middle,No,80.23,"$86,800","$69,640","$51,307",5943,65.19,3874,1417,2040,2011,King
0102.00,Middle,No,107.02,"$86,800","$92,893","$68,438",4870,51.13,2490,1530,1876,2011,King
0103.00,Moderate,No,72.91,"$86,800","$63,286","$46,627",6178,78.62,4857,1072,1644,2011,King
0104.00,Middle,No,80.08,"$86,800","$69,509","$51,214",9002,81.80,7364,2117,2802,2011,King
0105.00,Middle,No,97.08,"$86,800","$84,265","$62,083",5481,16.93,928,1303,1749,2011,King
0106.00,Middle,No,112.68,"$86,800","$97,806","$72,061",7075,16.01,1133,2096,2616,2011,King
0107.00,Low,No,37.02,"$86,800","$32,133","$23,675",6140,71.03,4361,660,1612,2011,King
0108.00,Middle,No,93.39,"$86,800","$81,063","$59,722",4318,55.40,2392,1056,1439,2011,King
0109.00,Middle,No,82.47,"$86,800","$71,584","$52,738",1181,43.52,514,191,455,2011,King
0110.00,Moderate,No,64.41,"$86,800","$55,908","$41,194",6260,91.71,5741,939,1818,2011,King
0111.01,Moderate,No,71.47,"$86,800","$62,036","$45,705",4560,89.52,4082,817,1116,2011,King
0111.02,Moderate,No,73.28,"$86,800","$63,607","$46,863",4360,65.46,2854,794,1072,2011,King
0112.00,Moderate,No,56.41,"$86,800","$48,964","$36,076",3717,66.02,2454,555,1051,2011,King
0113.00,Moderate,No,79.51,"$86,800","$69,015","$50,850",5975,48.37,2890,1415,1997,2011,King
